|||||||||||||||||||||||||||||||||||||||||||||||||||
Rex Allen|Beatles (Tribute)|Bill Challis||Ensemble Vocal Jazz Bemol 9|Fessor's Big City Band|Russell Garcia|Haden/Hawes||Shoeless John Jackson|Nigel Kennedy|Katia Labeque|Kid Prince Moore|New York Allstars||Leon Parker||Radical Radio|Randy Stephens|Rod Tate||Vikrama |Richard Wahnfried|||||Alex Graham|Charles Michael Brotman|David Hazeltine|Encore (Rap)|Franz Butler|Gianfranco Pernaiachi|Hideaki Aomori||Jay Jay Be Ce|King Wasabi |Leonard Feather|Mark Winkler|Nipper's Greatest Hits (Series)||Pekar/Liebman/Gewelt/Froman||Rene Lussier/Pierre Tanguay|Shane Mark|The Dukes of Wail|||Winston Bennett & Merger|||
Richard Allen|Paul Beatty|Serge Chaloff|Kevin Dean|Fred Hess/Boulder Creative Music Ensemble|Manfredo Fest|Renaud Garcia‑Fons|Haden/Jones||Willis Jackson|Ray Kennedy|Abraham Laboriel|Monette Moore|New York Art Quartet||Maceo Parker||RadioAction|Steve Lott Band|Tate/Edison/Williams/Lemon||Vorcza Trio |Harvey Wainapel|||||Alex Gunia|Charles Mingus|David Henderson|Engelbert Swing Society Wrobel|Franz Jackson|Gianluigi Trovesi|Hideaki Tokunago||Jay Leonhart|King/Bennett|Leonard Hochman|Mark-Almond|Nippy Noya||Pekka Pylkkanen||Rene Marie|Shane, Karen |The Elements|||Winston Walls|||
Steve Allen||Richard Chamberlain|Michael Dean|The Adam Theis Ensemble|Garrison Fewell|Paula Gardiner|Haden/Motian/Allen||Shannon Jackson|Tom Kennedy|Bill Labounty|Rick Moore & Mr. Lucky Band|New York Composers Orchestra||William Parker||Paolo Radoni Trio|Steve Pecaro & The Tone Kings|Tate/Grey|||Freddie Waits|||||Alex Hill|Charles Moffett|David Jean Baptiste|Ennio Morricone (Tribute)|Franz Jackson/Original Jass...|Gianluigi Trovesi Octet|Hideo Ichikawa||Jay McShann|King/Bluiett Trio|Leonard, Alex |Markos Tomaras|Nite Flyte||Pelland/Pilsbury||Rene McLean|Shank, Kendra |The European Broadcasting Union Jazz Orchestra|||Wishful Thinking|||
Tex Allen||Dennis Chambers|Dean/Evans/Buck|Enteli|Fez Combo|Freddy Gardner|Haden/Rubalcaba||Jackson/Martino|William Kennedy|Anthony Lacen|Rosie Mae Moore|New York Connection||Parker/Baker||Boyd Raeburn|Steve Somers Band with Valarie Barrymore|Duane Tatro|||Tom Waits|||||Alex Murzyn|Charles Neville|David Kahn Trio|Enoch Light|Franz Koglmann|Gianni Coscia|Higgins/Drummond/Jones||Jay Patten|King/Christofferson|Leonardo Tossi|Markus Becker Quartet|Nnenna Freelon||Pelzl/Muhammad||Rene Netto & Sounds Of New Orleans|Shankar|The Fantasticks (Related Recordings)|||Witches & Devils|||
Woody Allen|Gerry Beaudoin|Joe Chambers|Angelo Debarre|Entersession|Steve Fidyk|Zan Gardner|Harald Haerter||Jackson/Pierce Quintet|Kennedy/Ventura|Steve Lacy|Whistlin' Alex Moore|New York Hardbop Quintet||Parker/Colyer||Raf|Ben Stevens|Art Tatum|||Ulf Wakenius|||||Alex Shuhan|Charles Papasoff|David Kikoski|Enrico Pieranunzi Quintet|Fraser MacPherson|Gianni Gebbia|High Pockets||Jay Rowe|Kip Hanrahan|Leonhart, Carolyn |Markus Van Such|No Safety||Pena, Paul ||Rene Quintet Thomas|Shannon & Decoding Soc Jackson|The Far East Side Band|||Witkowski, Deanna |||
Rance Allen Group|The Beaujolais Band|Paul Chambers|Santi Debriano|Jay Epstein|Alvin Fielder|Gardner/Ford Quintet|Dick Quartet Hafer||Cl. W. Bottomland Orche Jacobi|Hans Kennel|Lacy/Gysin|Moose Brothers|New York Horns||Parker/Davis||Dennis Raffelock|Corey Stevens|Steve Tavaglione|||Collin Walcott|||||Alex Welsh & His Band|Charles Pillow|David Krakauer's Klezmer|Enrico Rava|Fraser MacPherson Quintet|Giants Of Jazz|High Tune Swingorchestra ||Jay Stocker|Kirby Shaw|Leonhart/Beck/Burton/Clarke|Marlena Shaw|No Se||Penguin Cafe Orchestra||Renee Katz|Shannon Jackson|The Fringe|||Witzel's Venue|||
Ben Allison|Tommy Beaumont|Christophe Chambet|Debriano/Barron/Fortune/Gonzal|Equal Interest|Dale Fielder|Laszlo Gardony|Tim Hagans||Pete Jacobs & His Wartime Buddies||Lacy/Potts|Ace Moreland|The New York Jazz Collective||Parker/Hill/Elements/Mariano||Adam Rafferty|Mark Stevens|Taverners Big Band||Vaughan, Sarah (Lois) |Walcott/Cherry/Vasconcelos|||||Alexander Sipiagin|Charles Rutherford|David L Scott|Enrique Chia|Fred Anderson|Gibb Droll Band|Highland Tempest?Celtic Rock E||Jay Thomas and Becca Duran|Kirby/French/Roberts|Leonhart/Burton|Marlene Rosenberg|Noa||Penitent||Renee Rosnes|Shannon Strode|The Fuzz?Busters|||Wojciech Konikiewicz|||
Bob Allison|Beauty Is Only Knee Deep|Vincent Chancey|Debris|Joe Ercole|Brandon Fields|David Garfield|Bob Swing Three Hagart||Cori Jacobs|Beverly Kenney|Lacy/Rudd|Jimmy Morello|New York Jazz Guitar Ensemble||Parker/Wellstood & Galvanized||Rag Pickers Of Tokyo|Priscilla Stewart|James Taylor Quartet||Vitro, Roseanna |Myron Walden|||||Alexander von Schlippenbach|Charles Sedlak|David Lahm|Enrique Diaz|Fred Asidon|Gibbs, Louise |Hilario Duran||Jay Thomas Quartet|Kirk Lightsey Quartet|Leroy Jenkins|Marlon Jordan|Noah Young||Pennell, Rachael ||Renee Weber|Shantel|The George Maurer Jazz Group|||Wolfgang|||
Eric Allison|Bebop & Beyond|Chris Chandler|December Band|Mehmet Ergin|Scott Ensemble Fields|Hank Garland|Angela Hagenbach||Stephen Jacobs||Lacy/Watson|Cozette Morgan|New York Jazz Quartet||Eric Parkin||Hugh Ragin|J.L. Stiles|Aisha Angela Taylor||Vucinic, Alma|Randy Waldman|||||Alexander/Brown/Ellis|Charles Socci Quintet|David Lanz|Enriquillo & Latin Jazz Winds|Fred Astaire|Gigi (Related Recordings)|Hilary James||Jaye P. Morgan|Kirk Lightsey Trio|Leroy Jones|Marlon Simon|Noble "Thin Man" Watts||Penny Watson||Renfield |Sharkey Bonano|The Gershwin Songbook (Series)|||Wolfgang Amadeus Mozart|||
Mose Allison|Bebop & Destruction|Gene Chandler|Dan Dechellis|Eri Ohno/Great Jazz Trio|Shep Fields|Judy Garland|Stephan Philip Haager||Mark Jacoby|The Kenny Wright Experience|Mike Ladd|David Morgan|New York Latin Jazz Allstars||Andrea Parkins||Rags To Rhythms|Stephen Stills|Art Taylor|||Terry Gotham City Band Waldo|||||Alexandra Billings|Charles Tolliver|David Lanz/Paul Speer|Ensemble 9|Fred Elizalde & His Anglo American Band|Gigi Gryce|Hilton Ruiz||Jayme Marques|Kirk MacDonald|Leroy Marshall|Marr/Foster|Nobody's Bizness ||People Like Us||Rent Party Revellers|Sharon Isbin|The Gordon Project|||Wolfgang Fuhr|||
Peck Allmond|The Bebop Vocalists|Laura Chandler|E.J. Decker|Eric Kloss/The Rhythm Section|Fifty Years Of Jazz Guitar|Michael Garland|Jerry Hahn||Jacques Chanier Trio|Stacey Kent|Ladies Of Jazz (Columbia River Ent. Series)|Frank Morgan|New York Swing||Andrew Parks||Ragtime (Related Recordings)|The Stingers|Billy Taylor Trio||||||||Alexis Korner|Charles Tyler Ensemble|David Maldonado|Ensemble Pacific|Fred Forney|Giis De Lange|Himekami||Jayne Cortez|Kirk Nurock|Leroy Vinnegar|Marriott Jazz Quintet |Noel Acknote||Peoples, Kriste ||Renzo Arbore|Sharpshooters|The Great Jazz Trio|||Wolfgang Muthspiel|||
Alloy Orchestra|Leonard Bechet|Sheila Chandra|Laco Deczi|Eric Watson Trio|Amina Figarova|Red Garland|Anne Haigis||Jacques Loussier Trio|Stan & His Orchestra Kenton|Ladies Sing Jazz (Epm/Jazz Archives Series)|Mike Morgan|New York Voices|O'Callaghan, Patricia |Michael Parks||Rahala|Stockinger, Sommer|Cecil Taylor||Vargas Swing |Mal Waldron|||||Alfonso, Ralph |Charley Patton|David Martial|Ensemble Vocal Jazz Bemol 9|Fred Foss|Gijs Hendriks|Hines/Jones||Jazz After Dark-Great Songs (Series)|Kirk Whalum Project|Leroy Vinnegar Sextet|Mars 2 Earth|Noel Akchote||Pepe Castillo||Reppolho|Shaukal Hussain|The Group Tachoir|||Wolfgang Puschnig|||
|Sidney Bechet|Chanela||Eddie & Friends Erickson|Arkadi Figlin||Connie Haines||Bent Jaedig|Stan Kenton|Swinging Ladies|Mike Morgan & The Crawl|Eli Newberger|Ocean, Tony |Horace Parlan||Rainbow|Frank Stokes|Cecil; Han Bennink Taylor|||Walk Away|||||Alfonzo Blackwell|Charlie|David Moss|Enteli|Fred Fried|Gil Cuppini|Hipbone||Jazz After Hours|Kirsten Nash|Les & Larry Elgart|Marsh/Levy|Noel Freidline Quartet ||Peplowski/Edison||Reptet |Shaw, Marlena |The Guy Smiley Blues Exchange|||Wolfgang Schmid|||
David Allyn|Bechet/Mezzrow|Thomas Chapin Trio|John Dee & Fris|Rolf Erickson|Carl Filipiak|Erroll Garner|Paul Haines||Andy Jaffe|Freddie Keppard|Mark Trio Ladley|Oliver Morgan|Phineas Newborn|Ondar, Kongar‑ol |Parliament||Chuck Rainey|Rob Stone and The C?Notes|Cecil; Paul Lovens Taylor|||Walker & Garson|||||Alfred Gallodoro|Charlie & His Orchestra|David Murray|Entersession|Fred Hall & His Sugar Babes|Gil Evans|Hipster Daddy-O||Jazz Archives|Kiss My Jazz|Les Arbuckle|Marshal Royal|Noel Harrison||Peppe Merolla||Resolution Jazz Group |Shaw/Goodman|The Gypsy Hombres|||Wolverines|||
June Allyson|Gordon Beck|Philip Chapman|Deep People||Finger Roll|Larry Garner|Keiji Haino||Janiece Jaffe|Jerome Kern|Tommy Ladnier|Teddy Morgan|Jack Newell||Gil Parris|||Roland Stone|David Taylor|||The Walker Big Band|||||Ali Claudi|Charlie (Pop)|David Murray Quartet|EPM Jazz Anthology (Series)|Fred Hamilton|Gil Evans Orchestra|Hipster Daddy-O and the Handgrenades ||Jazz Arts Group Of Columbus|Kiss the Sky|Les Baxter|Marshall Art Shapiro & Friends |Noel Pointer||Pepper Adams||Return to Forever|Shawn Lane|The Hard Rubber Orchestra|||Wolverines Big Band|||
Karrin Allyson|Jeff Beck|Topsy Chapman|Defunkt|Dewey Erney|Barry Finnerty|Garner/Taylor|Hair (Related Recordings)||Ahmad Jamal|Anthony Quartet Kerr|Lady Be Good! (Related Recordings)|Big Bill Morganfield|Lucia Newell||Rebecca Parris||Tom Rainey|T?Bone Stone|Gary Taylor|||Fred Walker|||||Ali Ryerson|Charlie Barnet|David Newton|Equal Interest|Fred Hersch|Gil Melle|Hipsters Zoots & Wingtips (Series)||Jazz At Midnight (Series)|Kit McClure Big Band |Les Brown|Marshall Vente|Nogenja Jazz Soloist Ensemble||Pepper/Cables||Reuben Brown Trio/Richie...|Shawn Thunder Wallace|The Hiball Lounge Sessions (Series)|||Wolverines Of Bern At 35|||
Justo Almario|Joe Beck|Chapter III Classics (Series)|Fabien Degryse|Ernie Henry|Fiorello! (Related Recordings)|Carlos Garnett|Omar Hakim||Khan Jamal|Patrick Kersale|Guy Lafitte|Willie Morganfield|Jeanne Newhall||John Parrott||David Raksin|Stories||||Melissa Walker|||||Alice Babs|Charlie Barnet & His Orchestra|David Occhipinti|Eraldo Bernocchi|Fred Hess|Gil Parris|Hiram Bullock Band||Jazz At The Movies Band|Kitt, Eartha (5) |Les Brown & His Band Of Renown|Marshall/Hammer|Non Sequitur ||Pepper/Jordan||Reuben Wilson|Shazz|The Jamie Baum Group|||Wooden Nickel Jass Band |||
Laurindo Almeida|Jay Beckenstein|Craig Chaquico||Ernie Krivda & Fat Tuesday Big|Laurianne Fiorentino|Jan Garrett|Sadik Hakim||Jamboliyah|Martin Kershaw|Orlando Lafleming|Roger Morland||Old Spice Boys |David Parsons||Ralasic; Bailey|Storm Dogs|Jeff Taylor|||Nancy Walker|||||Alice Coltrane|Charlie Booty|David Osborne|Eri Ohno/Great Jazz Trio|Fred Hess/Boulder Creative Music Ensemble|Gil Scott-Heron|Hird Family||Jazz At The Philharmonic|Kitty Brazelton|Les Brown and the Band of Renown |Martha Brooks|Nonplace Urban Field||Pepper/Klemmer/Griffin/Farrell||Reuel Lubag Trio |Shea Welsh Group, The |The Jazz Continuation Singers and Players|||Woodman/Wilder/Laporta|||
Almeida/Byrd|Joachim Becker|Paul Charbeneau|Jum Dejulio|Steve Erquiaga|Fire Merchants|Kenny Garrett|Hassan Hakmoun|||Dim Kesber|Michele Laforet|Blind Mississippi Morris|David "Fathead" Newman|One Beat Back Big Band |Longineu Parsons||Rale Nogales Jazz Qunitet|Warren Storm|John (Jazz) Taylor|||Phil Walker|||||Alice Faye|Charlie Byrd|David Ostwald|Eric Alexander|Fred Ho|Gilbert O'Sullivan|Hiroko||Jazz Brothers|Kitty Kallen|Les Elgart|Martha Lorin|Nora York||Pepper/Redd||Rev. James Cleveland|Shearing/Anderson|The Jazz Modes|||Woods/Beck|||
|BeeCraft|Charged Particles|Riccardo Del Fra|Ilhan Ersahin|Firehouse Five Plus Two|Lannie Garrett|Hal Galper Trio||James Rivers|Barney Kessel|David Lahm|Lee Morris|Joe Newman|Original Moonlighters, The |Randy Parsons||Ralph Irizarry & Timbalaye|Storyville|John Trio Taylor|||Walker/Garson|||||Alien Fashion Show|Charlie Christian|David Parsons|Eric Allison|Fred Hopkins|Gilberto Gil|Hiroko Kokubu||Jazz Cafe|Kitty Margolis|Les Freres Dejean|Martha Mears|Nordine, Ken ||Pepper/Sims||Reverend Cleophus Robinson|Shearing/Hall|The Jim Basnight Thing|||Woody Allen|||
Peter Almqvist|Beegie Adair Trio|Charito|Delago|Erskine Hawkins & Orchestra|First Brass|Mike Garris|Hal Kemp & His Orchestra||James Sanders Trio|Siegfried Trio Kessler|Bert Lahr|Reggie Wayne Morris|Joe Quintet Newman||Partners In Time||Ralph Sharon|Straight Shooter|Johnnie Taylor|||Dan Wall||||||Charlie Haden Quartet West|David Patterson|Eric Burdon|Fred Horn|Gilberto, Astrud@ |Hiroshima||Jazz Central Station|Kitty Winter|Les Grandes Orchestres|Martha Thompson|Noriko||Per Hanson||Reverend David Robinson|Shearing/Mcpartland|The John Malino Band|||Woody Guthrie|||
Almstedt/Lind|Beethoven|Bill Charlap|Delano|Peter Erskine|First House|Garrison Fewell/Laszlo Gardony|Hal Russell NRG Ensemble||Bob James|Kevin Gibbs & Friends|Cleo Laine|Thomas Morris|Newman/Wilder||Party Request Series||Deepak Ram|Charlie Strater|Lewis Taylor|||Jeremy Wall|||||Alien Soap Opera|Charlie Hunter|David Paul|Eric Clapton|Fred Jackson|Gilles Peterson|HMA Salsa & Jazz Orchestra||Jazz Class Orchestra|Kiyoto Fujiwara|Les McCann|Martha Tilton|N'orleans Statesmen||Per Henrick Wallin||Reverend Freakchild|Shearing/Montgomery Bros.|The Jones Boys|||Woody Herman & His Orchestra|||
Aloisio Aguiar|Bix Beiderbecke||Peter Delano|Erskine/Danielsson/Taylor||Jimmy Garrison|Corky Hale||Boney James|Kevin O'Donnell's Quality Six|Frankie Laine|Wilber Morris|Newport All Stars||Pasadena Roof Orchestra||Fred Ramirez|Strawberry Coated Zebra|Mark Quintet Taylor|||Bennie Wallace|||||Aliotta/Haynes/Jeremiah|Charlie Johnson|David Raksin|Eric Comstock|Fred Kaplan Trio|Gilson Schachnik|Hoagy Carmichael||Jazz Combo Hymns|Kjell Johnson|Les Miserables (Related Recordings)|Martial Solal|Norma Winstone||Percussion 90||Reverie|Shearing/Norvo|The Karnataka College Of Percussion|||Woody Shaw|||
April Aloisio||Charles Socci Quintet|Benoit Delbecq||Clare & Salsa Picante Fischer|Mike Garson|Halfway House Orchestra||Dean James|Calvin Keys|Lake Trout|Shana Morrison|Newport In New York '72||Adam Pascal||Humberto Ramirez|Angela Strehli|Martin Taylor|||James Wallace|||||Alix Combelle|Charlie Kunz|David Rothenberg|Eric Dolphy|Fred Karlin|Gina Roche|Hoagy's Children (Series)||Jazz Composer's Orchestra|KKSF 103.7 FM Sampler For AIDS Relief (Series)|Les Ombres|Martin Arroyo|Norma Zenteno||Percussion Summit|||Shearing/Thompson|The Keller/Kocher Quartet|||Word of Mouth |||
Gregory Alper|Beigels Daisy Toasts|Charles Tyler Ensemble|Diane Delin|Lars Erstrand|Yonni Fischer|Mike & Los Gatos Garson|Edmond Hall||Derrick James|Keystone Trio|Oliver Lake|Van Morrison|Newport Jazz Festival 1958 (Series)||Hermeto Pascoal||Tomas Ramirez|Stretch Harpo and The Blues Axe|Paul Taylor|||Shawn Thunder Wallace|||||Alky Danikas|Charlie Love|David S. Ware|Eric Essix|Fred Ramirez|Ginger & Fred|Hod O'Brien||Jazz Connection |Klaus Doldinger|Les Paul|Martin Kershaw|Norman Brown||Percy Heath||Revival Jassband|Sheena Davis Group |The Ken Serio Trio|||Working Week|||
Mikhail Alperin|Richie Beirach|David Charles|Rick Dellaratta|Erstrand/Lind Quartet|Clare Fischer|Tom Garvin|Glen Hall||Etta James|Ray Khalil|Reinhard Lakomy|Barbara Morrison|Tommy Newsom||Alan Pasqua||Ane Ramlose|Chuck Strong|Sam Taylor|||Wayne Wallace|||||All Star Christmas Jubilee|Charlie Mariano|David Sanborn|Eric Felten|Fred Smith|Ginger Baker|Hodge, Cheryl ||Jazz Crusaders|Klaus Ignatzek Trio|Les Paul & Mary Ford|Martin Mayer|Norman Connors||Percy Humphrey||Rex Allen|Sheffield Lab Artists|The Kenny Wright Experience|||Works Of Art (series)|||
Mikhail Alperin|Bob Belden||Dennis Deluca|Booker Ervin|Alex Fish|Gary Smart|Herb Hall||Gregory James|Chaka Khan|Elissa Lala|Ella Mae Morse|Sam Newsome||Joe Pass||Jean‑Pierre Rampal|Percy Strother|Will Taylor|||Byron Wallen|||||All Star Jam Session|Charlie Palmieri|David Sanchez|Eric Gale|Fred Walker|Ginger Rogers|Hofmann/Cunliffe||Jazz Divas|Klaus Konig Orchestra|Les Primitifs Du Futur|Martin Pizzarelli|Norman David||Percy Jones||Rex Bell|Sheila Chandra|The Kicks Band|||World Bass Violin Ensemble|||
Herb Alpert|Beleza|Ray Charles|Dem Brooklyn Bums/Unsteady|Pee Wee Erwin|Fishbelly Black|George Garzone|Jim Hall||Harry James|Steve Khan|Ralph Lalama Quartet|Moses & The Guys With Jobs|David Newton||Passenger||Randy Sandke's New York Allstars|Nolan Struck & King Edward|Taylor/Williams|||Fats Waller|||||All Stars|Charlie Parker|David Schumacher|Eric Gould|Fred Waring|Gingko Trio, The |Holger Hoffmann||Jazz Expressions|Klaus Schulze|Les Reines Prochaines|Martin Quintet Keller|Norman Hedman||Pereira/Bastos||Rex Richardson|Sheila E.|The L.A. Four|||World Music Ensemble|||
Alphabet Soup|Belgian All Stars Big Band|Teddy Charles|Demetrios|Randy Erwin|King Fisher|George Quartet Garzone|Juanita Hall||Hilary James|Khan/Mounsey|Ralph Lalama|Buddy Moss|Frankie Newton||Passport||Doug Raney|Alice Stuart|John Tchicai|||Jan Wallgren|||||All Stars Big Band (Series)||David Shire|Eric Henderson|Fred Weinberg|Gino Vannelli|Holiday, Billie (1915?1959) (9) ||Jazz Eyes|Klaus Weiss|Les Sabler|Martin Simpson|Norman Ragtime Band Thatcher||Perez & Ramos||Rex Stewart|Sheila Escovedo|The Last Poets|||World Of Dixieland|||
Maarten Altena|Belizbeha|Vince Charles|Tom Dempsey|Ron Eschete|Morgan Fisher|Geoff Gascoyne|Lani Hall||Joni James|Yayu Khoe|Bun Ching Lam|Mister B.|James Newton||Tony Pastor||Jimmy Raney|Studebaker John|Jack Teagarden|||Per Henrick Wallin|||||All That Jazz |Charlie Persip|David Silverman|Eric Johnson (Jazz)|Fred Wesley|Gioia/Lewis|Holistic Health Enhancement/Instructional||Jazz For Lovers|Kleber Jorge|Leslie Drayton|Martin Taylor|Norman Sylvester Band||Perez Prado||Rez Abbasi|Sheila Jordan|The Latin Quintet|||World Saxophone Quartet|||
John Altenburgh|Bell & Shore||Stephen Demski|Ted Eschliman|Simon Fisher‑Turner|Giorgio Gaslini|Adelaide Hall||James/Grable|Bakithi Kumalo|Lamb|Mr. Boogie Woogie & the Firesweep Bluesband|Next Step (Instinct Series)||Jaco Pastorius||Jimmy Ouartet Raney|Subterraneans, The|Techno Trip Hop Sampler (series)|||George Wallington|||||All The Best (Series)|Charlie Persip & Superband|David Slusser|Eric Johnson (Rock)|Fred Wesley & the Horny Horns|Giorgio Gaslini|Holly Cole||Jazz From Keystone|Klein/Nussolini/Gnetter|Leslie Letven|Martin Wind|Norman, Bobbie ||Perez/Ramos||Rh Factor|Shelander/Page|The Leaders Trio|||World Trio|||
Louis Alter|Madeline Bell|The Charleston Chasers|Denecke|Christian Escoude Group|Fisherstreet|Ira Gasman|Hall/Brackeen/Hart/Mcbee||Jamey Aebersold Play‑A‑Long Series|Talib Kibwe|Andrew Lamb|Mr. Pink|Ngema/Soul Brothers/Kerkorrel||The Path||Sue Raney|Sugar Blue|Ted Heath|||Winston Walls|||||Allan Harris|Charlie Quintet Kohlhase|David Taylor|Eric Kloss|Freddie Green|Giovanni|Holly Cole Trio||Jazz From Sweeden|Klezmo-Copter|Leslie McKerchie|Martinson, Diane |Normand Guilbeault Ensemble||Perfect Timing ||Rhonda Smith|Sheldon/Tompkins|The Les DeMerle Transfusion|||World's Greatest Jazz Band|||
Myriam Alter|Rex Bell|Dick Charlesworth & His City Gents|Amy Denio|Pete Escovedo|Greg Fishman|Bruce Gates & the Jazz Consortium Big Band|Hall/Elsdon||The Jamie Baum Group|Kibwe/Weidman|Joseph Lamb|Mu|Niacin||John Patitucci||Raney/Flanagan/Mraz|Sugar Ray & The Bluetones||||Jack Walrath|||||Allan Holdsworth|Charlie Rouse|David Thomas Roberts|Eric Kloss/The Rhythm Section|Freddie Hubbard|Giovanni De Chiaro|||Jazz From The Windy City|Klugh|Lester Bowie|Marty & Destiny's Tots Grosz|Norrbotten||Perista||Rhythm & Bluefield Band|Shelley Carol|The Lighthouse All?Stars|||Wormhole Effect|||
|Rick Bell||Angela Deniro|Sheila Escovedo|Ella Fitzgerald|Giacomo Gates|Hall/Harrell||Jamiroquai|The Kicks Band|Patrick Lamb|Mudcat Blues|Michelle Nicastro||Patrick Williams||Raney/Florence|Sugar Ray's Flying Fortress|Ted Shafer & Jelly Roll Jazz B|||Jack & Hard Corps Walrath|||||Allan Vache|Charlie Sepulveda|David Torkanowsky|Eric Le Lann|Freddie Keppard|Giovanni Hidalgo|Holly Hofmann||Jazz Fusion Series|Klüvers Big Band |Lester Lanin|Marty Allen Trio|Norrie Cox/New Orleans...||Perpetual Motion ||Rhythm & Brass|Shelley Carroll|The Little Big Band|||Wrobel's Swing Society|||
Alturas|Bell/Duran|Charlie|Kenwood Dennard|Aydin Esen|Nate Fitzgerald|Gateway|Todd Hallawell||Cory Jamison|Kid Chocolate's Original Creole & Soul Band|Lamb/Florence|Muddy Harbor Band|Albert Nicholas||Patrick Zimmerli Ensemble||Raney/Lightsey|Jim Suhler & Monkey Beat|Ted Weems & His Orchestra||||||||Allen Eager|Charlie Shaffer|David Torn|Eric Lindberg|Freddie Orchestra Slack|Giovanni Tommaso|Holly Robinson||Jazz Giants|Knepper/Temperley/Williams|Lester Young|Marty Ehrlich|Norris Quartet Turney||Perry 4 Robinson||Rhythm Logic|Shelly Berg|The Loren Daniels Trio|||Wycliffe Gordon|||
Helio Alves|Michael Bellar|Charlie & His Orchestra|Barbara Dennerlein|Dave Eshelman|Warren Fitzgerald|Roberto Gatto|Hallberg/Swedish Radio Jazz Gr||Lynda Jamison|Kid Merv|Dan Lambert|Geoff Muldaur|Nicholas/Elsdon||Johnny Patrick||Nelson Rangell|Sultans||||Mark Walsh|||||Allen Farnham|Charlie Shavers|David Trio Downing|Eric Marienthal|Freddie Ravel|Girl Crazy (Related Recordings)|Holly Slater||Jazz Giants|Knocky Parker|Let's Dance! : The Best Of Ballroom... (Series)|Marty Grosz|North Star Jazz Ensemble||Perry/Barron/Deardorf/Lewis||Rhythm Society Swing Orchestra |Shelly Mann|The Magic Triangle|||Wynder K. Frog|||
Alvin Red Tyler|Beady Belle|Charlie (Pop)|John Dennis|Ellery Eskelin|David Fiuczynski|Danny Gatton|Rich Halley||Jammin' At Rudi's||Hendricks & Bavan Lambert|Maria Muldaur|Red Nichols & His Five Pennies||Jay Patten||Ernest Ranglin|Hubert Sumlin|Tommy Tedesco|||Walt Dickerson|||||Allen Mezquida|Charlie Shoemake|David Trio Gordon|Eric Parkin|Freddie Redd|Girl Talk|Hollywood All-Star Band||Jazz Hits|Knowles, Pamela |Lew Brown|Marty Linz and Friends|Northbound Jazz Fusion||Personalidade (Series)||Rhythmakers|Shelly Manne|The Magnificent VII|||Wynonie Harris|||
