|||||||||||||||||||||||||||||||||||||||||||||||||||
|Cyrille Bugnon|William Clarke||||||||||Miller/Shaw||||||Denis Solee|||||||||Bill DeArango||||||||Joker's Wild ||||||||||||||||
|Geoff Bull|Clay Burton Band||||||||||Lucky Millinder||||||Lew Soloff|||||||||Bill Dixon||||||||Jolly Jazz Orchestra||||||||||||||||
|Hersch Bullen|Otis Clay||||||||||Steve Million||||||Solsonics|||||||||Bill Doggett||||||||Jon & Vangelis||||||||||||||||
|Cornelius Bumpus|Rev. Edward W. Clayborn||||||||||Mills Blue Rhythm Band||||||Some Other Time|||||||||Bill Douglass||||||||Jon Balke||||||||||||||||
||Philip Claypool||||||||||A. A. Milne||||||Somers Dream Orchestra|||||||||Bill Easley||||||||Jon Ballantyne Trio/Henderson||||||||||||||||
|John Bunch|Doctor Peter Clayton||||||||||Andy Milne||||||Joanie Sommers|||||||||Bill Elliott Swing Orchestra||||||||Jon Burr||||||||||||||||
|Bundesjazzorchester|Clayton Miller Blues Band, The||||||||||Mark Browning Milner||||||Sonando|||||||||||||||||Jon Butcher||||||||||||||||
||Willie Clayton||||||||||Milt Jackson Orchestra||||||Stephen Sondheim (Tribute)|||||||||Bill Evans||||||||Jon Eardley||||||||||||||||
|Teddy Bunn|David Clayton?Thomas||||||||||Miltenberger Quartet & Friends||||||Stephen Sondheim|||||||||Bill Frisell||||||||Jon Faddis||||||||||||||||
|Jane Bunnett|Eddy "The Chief" Clearwater||||||||||Roy Milton||||||Jeff & Lowbrow Song|||||||||Bill Hardman||||||||Jon Gordon||||||||||||||||
|Bunny Berigan (Tribute)|Jon Cleary||||||||||||||||Songs That Got Us Through WWII (Series)|||||||||Bill Harris||||||||Jon Hendricks||||||||||||||||
|Albert Burbank|Cleveland Fats||||||||||Pino Minafra||||||Songs That Won The War (Series)|||||||||Bill Heid||||||||Jon Hiseman||||||||||||||||
|Oteil Burbridge|Clifford Jordan||||||||||Mind Games||||||Sonic Abandon|||||||||Bill Henderson||||||||Jon Jang||||||||||||||||
|Chas Burchell|Climax Blues Band||||||||||Mingus Big Band||||||Sonny Clark Memorial Quartet|||||||||Bill Holland & Friends||||||||Jon Jarvis Trio||||||||||||||||
|Eric Burdon|Rusty Cloud||||||||||||||||Sonny Criss|||||||||Bill Holman||||||||Jon Lucien||||||||||||||||
|Sally Burgess|Coast, Pat and Out of the Blue||||||||||Mingus Epitah Rhythm Section||||||Sonny Criss Orchestra|||||||||Bill Horist||||||||Jon Mayer Trio||||||||||||||||
|Joe Burke|Cobalt Blue||||||||||Charles Mingus||||||Sonny and Perley|||||||||Bill Hullett||||||||Jon Metzger Quartet||||||||||||||||
|Raymond Burke|Arnett Cobb||||||||||Miniature||||||Ed Soph|||||||||Bill Jennings||||||||Jon Quintet Gordon||||||||||||||||
||Chris Cobb Band||||||||||Minneapolis Allstars||||||Soprano Summit|||||||||Bill Kirchner||||||||Jon Raskin Quartet||||||||||||||||
|Ingolf Burkhardt|Willie Cobbs||||||||||Liza Minnelli||||||Sortie|||||||||Bill Labounty||||||||Jon Sextet Gordon||||||||||||||||
|Carl Burnett|Bill Coday||||||||||Minnesota Klezmer Band||||||Francesca Sortino|||||||||Bill Laswell||||||||Jon-Erik Kellso||||||||||||||||
|Jethro Burns|Jimmy Coe||||||||||Minstrels Of Annie Street||||||Sos All‑Stars|||||||||Bill Laswell & Pete Namlook||||||||Jonah Jones||||||||||||||||
|Ralph Burns|Andy Cohen||||||||||Phil Minton||||||Omar Sosa|||||||||Bill Lee||||||||Jonas Group Hellborg||||||||||||||||
|John R. Burr|David Bennett Cohen||||||||||Peter Mintun||||||Sosa/Santos|||||||||Bill MacPherson||||||||Jonas Hellborg||||||||||||||||
|Jon Burr|Porky Cohen||||||||||Chieli Minucci||||||Mark Soskin|||||||||Bill Mays||||||||Jonas Knutsson||||||||||||||||
|Ronnie Burrage|Cold Blue Steel||||||||||Carmen Miranda||||||Doc Souchon|||||||||Bill Mobley Sextet||||||||Jonathan Butler||||||||||||||||
|Dave Burrell|Nat King Cole||||||||||Misha||||||Soul 2 Soul|||||||||Bill Moore||||||||Jonathan DuBose||||||||||||||||
|Kenny Burrell|Natalie Cole||||||||||Misha Mengelberg Trio||||||Soul Ballet|||||||||Bill O'Connell Big Band||||||||Jonathan Feldman Trio||||||||||||||||
|Roy Burrowes Sextet|Amy Coleman||||||||||Miss Justine||||||Soul Brothers|||||||||Bill Perkins||||||||Jonathan Gee||||||||||||||||
|Terry Burrus|Deborah Coleman||||||||||Miss Midori||||||Soul Immigrants|||||||||Bill Rhodes||||||||Jonathan Larson||||||||||||||||
|Burt Bacharach (Tribute)|Gary B. B. Coleman||||||||||Miss Saigon (Related Recordings)||||||Soulful Divas (Series)|||||||||Bill Schaeffer||||||||Jones||||||||||||||||
|Burton & Hudson|George Coleman||||||||||Mission Project||||||Soulive|||||||||Bill Sharpe||||||||Jones Rollins & Friends||||||||||||||||
|Abraham Burton|Jaybird Coleman||||||||||Mission: Impossible (Related Recordings)||||||Soulopia|||||||||Bill Stewart||||||||Jones, Etta ||||||||||||||||
|Gary Burton|Monkey Joe [Jesse Coleman]||||||||||Mister Marek||||||The Sound Of Music (Related Recordings)|||||||||Bill Sveglini||||||||Jones, Jackie||||||||||||||||
|Rahn Burton|Tony Coleman||||||||||Mitchel Forman/Loeb/Jackson...||||||Sound in Action Trio|||||||||Bill Travis Swing Orchestra, The ||||||||Jones, Norah||||||||||||||||
|Carter Burwell|Wallace Coleman||||||||||Billy Mitchell||||||Sounds Of New Orleans|||||||||Bill Trio Goodwin||||||||Jones, Rickie Lee ||||||||||||||||
|Bus Stop|Danny Collet||||||||||Blue Mitchell||||||The Three Sounds|||||||||Bill Warfield||||||||Jones/Adams Quintet||||||||||||||||
|Frances Busby|Scott Colley||||||||||Brian Stokes Mitchell||||||Soundscape UK|||||||||Bill Warfield Big Band||||||||Jones/Holland/Higgins||||||||||||||||
|Sid Busby|Albert Collins||||||||||||||||Soundtrack For A Century (Series)|||||||||Bill Watrous||||||||Jones/Lewis||||||||||||||||
|Zsa Zsa Buschkow|Crying Sam Collins||||||||||||||||Source Lab (Series)|||||||||Bill Withers (Tribute)||||||||Jones/Richardson/Irvin||||||||||||||||
|Mark Buselli|Louis 'Mr. Bo' Collins||||||||||Red Mitchell||||||Source Lab 2|||||||||Bill Wolfer||||||||Joni James||||||||||||||||
|Andre Bush|Joanna Connor||||||||||Rogelio Mitchell|||||||||||||||Bill Wyman||||||||Joni Janak||||||||||||||||
|Joe Bushkin|Loren Mazzacane Connors||||||||||Roscoe Mitchell||||||South Frisco Jazz Band|||||||||Billboard Pop Memories (Series)||||||||Jonny King||||||||||||||||
|Bushman|Liza Constable||||||||||Tyler Mitchell||||||South Pacific (Related Recordings)|||||||||Billie & De De Pierce||||||||Jools Holland||||||||||||||||
|Henry Busse|Convulsions||||||||||Dennis Mitcheltree||||||South Shore Concert Band|||||||||Billie Holiday||||||||Jordan, Louis ||||||||||||||||
|John Butcher|Burt Conway||||||||||Mitsou||||||Eddie South|||||||||||||||||Jordan/Davis/Williams/Burrage||||||||||||||||
|Jon Butcher|Ry Cooder||||||||||Mitterer/Puschnig||||||Jeri Southern|||||||||||||||||Jordan/Gilmore||||||||||||||||
|Sam Butera|Joe T. Cook||||||||||Miucha||||||Luciana Souza|||||||||Billie Pierce||||||||Jordan/Powell||||||||||||||||
|Bett Butler|Cookie & The Cupcakes||||||||||Mixed Emotions||||||Space|||||||||Billie Poole||||||||Jorg Kluetgens||||||||||||||||
|Billy Butler|Cooler Kings||||||||||Donovan Mixon||||||Spajazzy|||||||||Billy Bang||||||||Jorge Dalto/Interamerican Band||||||||||||||||
|Franz Butler|Henry Cooper||||||||||Mo Blues Songs For The Road||||||Simon Spang Hanssen|||||||||Billy Banks||||||||Jorge Pardo||||||||||||||||
|Henry Butler|Mike Cooper||||||||||Sex Mob||||||Sune Trio Spangberg|||||||||Billy Barber||||||||Jorge Sylvester||||||||||||||||
|Jonathan Butler|Johnny Copeland||||||||||Hank Mobley||||||Muggsy Spanier|||||||||Billy Barnett Band||||||||Jorgensen/Hansen/Bergalli||||||||||||||||
|Laverne Butler|Martha Copeland||||||||||Mocedades||||||Spanish Fly|||||||||Billy Bean||||||||Jorgensen/Hanson||||||||||||||||
|Butler/Dulfer|Shemekia Copeland||||||||||Don Mock||||||Melvin Sparks|||||||||Billy Butler||||||||Joris Teepe||||||||||||||||
|Bob Butta|Al Copley||||||||||Tapan Modak||||||Phyllis Taylor Sparks|||||||||Billy Butterfield||||||||Joris Teepe/Don Braden Quintet||||||||||||||||
|Billy Butterfield|Corey & The Hot Peppers||||||||||Modern Jazz Sextet||||||Phyllis Taylor Sparks|||||||||Billy Byers||||||||Jose Luis Cortes||||||||||||||||
|Chris Buzzelli|Corey Sterling & Chris Aaron Band||||||||||Modern Jazz Society||||||Tim Sparks|||||||||Billy Childs||||||||Jose Luis Gamez||||||||||||||||
|Jaki Byard|Corky Siegel`s Chamber Blues||||||||||Hafez Modirzadeh||||||Sparrow|||||||||Billy Cobham||||||||Jose Luis Madueno||||||||||||||||
|Rickie Byars|Joe Warren Cormier||||||||||Charles Moffett||||||Sparrow Shortwave|||||||||Billy Drewes||||||||Jose Mangua||||||||||||||||
|Don Byas|Sheryl Cormier & Cajun Sounds||||||||||Charnett Moffett||||||Johnny Sparrow|||||||||Billy Drummond||||||||Jose Roberto Bertrami||||||||||||||||
|Billy Byers|Joe Coronado||||||||||Cody Moffett||||||James Spaulding|||||||||Billy Eckstine & His Orchestra||||||||Joseph Diamond||||||||||||||||
|Bobby Byrd|Bob Corritore||||||||||Mogensen/Frisk Quartet||||||Spazztet|||||||||Billy Harper||||||||Joseph Goebbels||||||||||||||||
|Charlie Byrd|Murali Coryell||||||||||Mojacar||||||Glenn G‑Force Spearman|||||||||Billy Hart (Drummer)||||||||Joseph Hebert & Merrill Collins||||||||||||||||
|Charlie Trio Byrd|Ike Cosse||||||||||Mojack||||||Doris Spears|||||||||Billy Higgins||||||||Joseph Jarman||||||||||||||||
|Donald Byrd|Sean Costello & His Jivebombers||||||||||Mokave||||||Special Brew|||||||||Billy Kyle||||||||Joseph Lamb||||||||||||||||
|Byrd/Kessel/Ellis|Coteau||||||||||Miff Mole||||||Special Efx|||||||||Billy Marcus||||||||Joseph Lee||||||||||||||||
|Donna Byrne|The Cotton Pickers||||||||||Moses Molelekwa||||||Speckled Red|||||||||Billy May||||||||Joseph Patrick Moore||||||||||||||||
|Don Byron|James Cotton||||||||||Lello Molinari||||||Chris Speed|||||||||||||||||Joseph Vincelli||||||||||||||||
|Gottfried Böttger|Cottonwood||||||||||Othello Molineaux||||||Paul Speer|||||||||Billy Mitchell||||||||Josephine Baker||||||||||||||||
|Jasmin Böttger|The Countdown Kids||||||||||Ale Moller||||||Darryl Spencer|||||||||Billy Novick||||||||Joshua||||||||||||||||
| |Coupe De Villes||||||||||Moloko||||||Joel Spencer|||||||||Billy Pierce||||||||Joshua Breakstone||||||||||||||||
||Coupla Fat Guys Band||||||||||Nils Petter Molvaer||||||Leon Spencer|||||||||Billy Ross||||||||Joshua Redman||||||||||||||||
||Cousin Joe||||||||||The Moments||||||Sarah Rue Conti Jazz B Spencer|||||||||Billy Skinner||||||||Joshua Rifkin||||||||||||||||
||Robert Covington||||||||||Monatomic||||||W. C. Spencer|||||||||Billy Stewart||||||||Jovino Santos Neto Quinteto||||||||||||||||
|Stevie B|Doug Cox||||||||||Monday Night Big Band||||||Spencer/Sill Quartet|||||||||Billy Strayhorn||||||||Joy||||||||||||||||
|Smoky Babe|Harry Cox||||||||||Jane Monheit||||||Christoph Spendel|||||||||||||||||Joy Eden Harrison||||||||||||||||
|Baby Dee|Ida Cox||||||||||Monika Herzig Acoustic Project||||||Sphere (Jazz)|||||||||Billy Stritch||||||||Joyce||||||||||||||||
|Back Alley Band|Cox, Roy and the BluesKnights||||||||||Thelonious Monk (Tribute)||||||Spies|||||||||Billy Taylor Trio||||||||Joyce Breach||||||||||||||||
|Back To Back Blues Band|Harry Crafton||||||||||Ray Monk||||||Vicki L. Spina|||||||||Billy Throburn||||||||Joyce Cooling||||||||||||||||
|Back Porch Blues|Craig Erickson Project||||||||||T.S. Monk||||||Spirit Of Life Ensemble|||||||||Billy Vaughn||||||||Joyful Noise Jazz Band ||||||||||||||||
|Backbone Slip|Davell Crawford||||||||||Thelonious Monk||||||Spirit Traveler|||||||||Billy Ver Planck Orchestra||||||||Joyful Noises||||||||||||||||
|Backtrack Blues Band|Robert Cray||||||||||Vaughn Monroe||||||Spirits Of Havana|||||||||Billy Ward & The Dominoes||||||||Joyride||||||||||||||||
|Backstreet Entertainment|Pee Wee Crayton||||||||||Monsbourgh & His Late Hour Boy||||||Spirits Of Rhythm|||||||||Billy Ward (Drummer)||||||||Jr. Jazz||||||||||||||||
|Backwater Blues Band|Papa John Creach||||||||||Monsoon||||||Spiritualettes|||||||||Billy Wright||||||||Juan Amalbert's Latin Jazz Quintet||||||||||||||||
|Billy Bacon & The Forbidden Pigs|Cream||||||||||Joe Montego||||||Mark Spiro|||||||||Bindu||||||||Juan Carlos Formell||||||||||||||||
|Bad Boys Blue|A.J. Croce||||||||||Lou Montelione||||||Michael Spiro|||||||||Bing Crosby||||||||Juan Long John Oliva||||||||||||||||
|Bad Influence|Crockett & Stovepipe No. 1||||||||||Ada Montellanico||||||Spirogyra|||||||||Bingo Miki||||||||Juan Pablo Torres||||||||||||||||
|Bad Influence Band|Steve Cropper||||||||||||||||The Spitfire Band|||||||||Bird||||||||Juan Quintero Carlos||||||||||||||||
|Bad News Blues Band|Crops||||||||||J. R. Monterose||||||Charlie Spivak|||||||||Bird Of Paradise Orchestra||||||||Juan Serrano||||||||||||||||
|Bad-Cat|Crowbar (70's)||||||||||J.r. Quartet Monterose||||||Splatter Trio|||||||||BirD'S Night||||||||Juanita Hall||||||||||||||||
|Deford Bailey|The Crowmatix||||||||||||||||Sprawl|||||||||Bireli Lagrene Ensemble||||||||Juanita Williams||||||||||||||||
|Mildred Bailey|Arthur 'Big Boy' Crudup||||||||||The Montgomery Brothers||||||Debbie Spring|||||||||Birth Of The Cool Funk (Series)||||||||Jude Swift||||||||||||||||
|Duck Baker|Eric Culberson||||||||||Buddy Montgomery||||||Dennis Springer|||||||||Bithell, Joe and His Silicon Gulch Jazz Band ||||||||Judi Silvano||||||||||||||||
|Etta Baker|Shannon Curfman||||||||||Marion Montgomery||||||Spur Of The Moment|||||||||Bix Beiderbecke||||||||Judy Argo||||||||||||||||
|Lance Baker Jr.|Brian Curran||||||||||Wes Montgomery||||||Ken Spurr|||||||||Bix Biederbeck||||||||Judy Barnett||||||||||||||||
|LaVern Baker|Clifford Curry||||||||||Tete Montoliu||||||Spyro Gyra|||||||||Bjorn Alke||||||||Judy Carmichael||||||||||||||||
|Lee Baker|Jerri Curry||||||||||Montreux Jam Sessions||||||Squadronaires|||||||||Bjorn Jason Lindh||||||||Judy Garland||||||||||||||||
|Mickey Baker|Nancy Curtain & The Strayaways||||||||||Jack Montrose Sextet||||||Squarepusher|||||||||Black Dogs||||||||Judy Kaye||||||||||||||||
|Sarah Baker|King Curtis||||||||||Monty Sunshine's Jazz Band||||||Squat|||||||||Black Eagle Jazz Band||||||||Judy Niemack||||||||||||||||
|Long John Baldry|Eddie Cusic||||||||||Moodorama||||||Squids Inc.|||||||||Black Eagles, The ? jazz band. ||||||||Judy Roberts||||||||||||||||
|Renee Baldwin|Cypress City||||||||||James Moody||||||Rosemary Squires|||||||||Black Light Orchestra||||||||Jule Styne||||||||||||||||
|Balfa Brothers|||||||||||Moogie||||||Squirrel Nut Zippers|||||||||Black Lion Connoisseur (Series)||||||||Julia Lee||||||||||||||||
|Balfa Toujours|||||||||||Moondog||||||Johnny St. Cyr|||||||||Black Market Jazz Orchestra||||||||Julian Coryell||||||||||||||||
|Dewey Balfa|||||||||||Hal Mooney||||||St. John's Jazzband|||||||||Black/Note||||||||Julian Joseph||||||||||||||||
|Balham Alligators|||||||||||Joe Mooney||||||St. Louis Barrelhouse Piano|||||||||Blackjack (Jazz Guitar)||||||||Julian Marc||||||||||||||||
|Marcia Ball|||||||||||John Mooney||||||St. Louis Ragtimers|||||||||Blackman/Debriano/Fiuczynski||||||||Julian Priester||||||||||||||||
|Tom Ball|Carter, Benny||||||||||Bill Moore|||||||||||||||Blackmann/Nurock||||||||Julie Kelly||||||||||||||||
|Tom Ball & Kenny Sultan|Charged Particles ||||||||||Brew Moore||||||Crispian St. Peters|||||||||Blake & Blue ||||||||Julie London||||||||||||||||
|Ballades Creoles|Charlie Watts Quintet ||||||||||Clay Moore||||||Thomas Stabenow|||||||||Blanche Calloway & Her Joy Boys||||||||||||||||||||||||
|Kid Bangham & Amyl Justin|Chicago Six Jazz Band ||||||||||Eddie Moore||||||Stable Roof Jazzband|||||||||Blazing Redheads||||||||Julie Tippets||||||||||||||||
|Chico Banks|Chicago Underground  ||||||||||Glen Moore||||||Karen Stachel|||||||||Bleckmann/Kirk||||||||Julie Tippetts||||||||||||||||
|L.V. Banks|Chris Abelin Quintet ||||||||||Joseph Patrick Moore||||||Jess Stacy|||||||||Bleu Orleans||||||||Julie Volkmann||||||||||||||||
|Robin Banks|Chris Alpiar Quartet ||||||||||Merrill Moore||||||Stade|||||||||Bley/Swallow||||||||Julie Wilson||||||||||||||||
|Paul Barbarin|Chris Mason‑Battley Group ||||||||||Michael Moore||||||Gary Stadler|||||||||Blind Blake||||||||Julius Bucsis||||||||||||||||
|Barbecue Bob|Classic Jazz Trio, The ||||||||||Ralph Moore||||||Heiner Stadler|||||||||Blossom Dearie||||||||Julius Hemphill||||||||||||||||
|John Henry Barbee|Clem‑en‑tina ||||||||||Robert Moore||||||Greg Stafford|||||||||Blouin, Johanne ||||||||Julius Hemphill Sextet||||||||||||||||
|Chris Barber|Code 3 ||||||||||Stanton Moore||||||Jo Stafford|||||||||Blowhole||||||||Julius Watkins||||||||||||||||
|Blue Lu Barker|Corduroy||||||||||Thurston Moore||||||Paul Stafford|||||||||Blue Amadeus ||||||||Jum Dejulio||||||||||||||||
|Bruce 'Sunpie' Barnes & The Louisiana Sunspots|Critters Buggin ||||||||||Jason Moran||||||Stafford/Haymes|||||||||Blue Barron & His Orchestra||||||||Jumpin Jimes||||||||||||||||
|Roosevelt 'Booba' Barnes & The Playboys|||||||||||Max Morath||||||Mary Stahl|||||||||Blue Body & Red Soul ||||||||Jumpin' Joz Band, The ||||||||||||||||
|Barrelhouse Chuck|||||||||||Moraz/Bruford||||||Mary Stallings|||||||||Blue Break Beats (Blue Note Series)||||||||Jumping Jivers||||||||||||||||
|Sweet Emma Barrett|||||||||||More Best Dixie||||||Frank Stallone|||||||||Blue Cat Mob||||||||Jun?Ichi Kamiyama||||||||||||||||
|Kenny Barron|||||||||||More Mistletoe Magic||||||Marvin Stamm|||||||||Blue Collars||||||||June Allyson||||||||||||||||
|Ronnie Barron|||||||||||Benny More||||||The Stan Bann Big Band|||||||||Blue Comets, The ||||||||June Christy||||||||||||||||
|The Barstool Pigeons|||||||||||Beny More|||||||||||||||Blue Connection||||||||June Tabor||||||||||||||||
|Steve Bartek|||||||||||Jeanne Moreau||||||Stan Webb's Chicken Shack|||||||||Blue Dog||||||||Jungle Jazz||||||||||||||||
|Lou Ann Barton|||||||||||Airto Moreira||||||Chris Standring|||||||||Blue Knights||||||||Junie C. Cobb & His New Hometown Band||||||||||||||||
|Paul Bascomb|||||||||||Moreira/Purim|||||||||||||||Blue Lu Barker||||||||Junior Mance||||||||||||||||
|Count Basie|||||||||||Justin Morell||||||The Staple Singers|||||||||Blue Lunch||||||||Junior Parker||||||||||||||||
|Basin Brothers|||||||||||Nico Morelli||||||Star Trek (Related Recordings)|||||||||Blue Mitchell||||||||Junk Genius||||||||||||||||
|David Basse|Calhoun, Cynthia ||||||||||Joe Morello||||||Rigo Star|||||||||Blue Note Essentials (Series)||||||||Junko Ohnishi||||||||||||||||
|Johnnie Bassett|Callaway, Ann Hampton ||||||||||Moreno||||||Michael Starch|||||||||Blue Note Six||||||||Junko Onishi||||||||||||||||
|Battlerack Scatter|Calloway, Cab (Cabell) ||||||||||Rita Moreno||||||Janos Starker|||||||||Blue Pages||||||||Jurgen Seefelder||||||||||||||||
|Beale Street Sheiks|Camerun, Romy ||||||||||Dan Moretti||||||Kay Starr|||||||||Blue People||||||||Juris/Etheridge||||||||||||||||
|Chris Beard|Carol, Brenda ||||||||||Lee Morgan Quintet||||||The Starsound Orchestra|||||||||Blue Planet Orchestra ||||||||Just 4 Kicks||||||||||||||||
|Joe Beard|Carraway, Catherine ||||||||||Dick Morgan||||||Bob Stata|||||||||Blue Plate Special||||||||Just Friends ||||||||||||||||
|Walter Beasley|Carroll, George W . ||||||||||Frank Morgan||||||Fresno State Alum Jazz Band|||||||||Blue Room Boys, The ||||||||Justice Record Sampler||||||||||||||||
|Beat Daddys|Carter, Betty ||||||||||Lee Morgan||||||State Street Ramblers (Series)|||||||||Blue Skies 707||||||||Justice Records||||||||||||||||
|Beaubassin|Carter, Deborah J. ||||||||||Lorrie Morgan||||||Statesman Of Jazz|||||||||Blue Sky 5, The ||||||||Justin Morell||||||||||||||||
|Gerry Beaudoin|Caruso, Jim ||||||||||Russ Morgan||||||Andy Statman|||||||||Bluefield/Bank||||||||Justin Time For Christmas (Series)||||||||||||||||
|Rev. Beaumont|Cavallaro, Maye ||||||||||Sam Morgan||||||Dakota Staton|||||||||Blues Masters (Series)||||||||Justo Almario||||||||||||||||
|Beausoleil|Chait, Izzy ||||||||||Morgera/Garzone||||||Teddy Stauffer|||||||||Bluezeum||||||||Jutta Hipp||||||||||||||||
|Elder Charles Beck|Changamire ||||||||||Ikue Mori||||||Stavrianos|||||||||Bluiett Baritone Saxophone Group||||||||Jvc Force||||||||||||||||
|Jeff Beck|Christy, June  ||||||||||T. Morlety||||||Steamboat Willie|||||||||Bo Dollis & The Wild Magnolias||||||||Jürgen Wagner-Zucht||||||||||||||||
|Roscoe Beck|Clayton, Jay ||||||||||Moro||||||Danielle Steel|||||||||Bo Kaspers Orkester||||||||||||||||||||||||
|Beer Dawgs, The|Clooney, Rosemary ||||||||||Ennio Morricone (Tribute)||||||Bryan Group Steele|||||||||Bo Svensson||||||||||||||||||||||||
|BalAirs|Colby, Sherri ||||||||||Lawrence Butch Morris||||||Jim Steele|||||||||Bo Thorpe & His Orchestra||||||||||||||||||||||||
|Robert Belfour|Cole, Holly ||||||||||Jim Brass Plus Morris||||||Steelwool|||||||||Bob Ackerman Trio||||||||||||||||||||||||
|Carey Bell|Cole, Nat King ||||||||||||||||Steely Dan (Tribute)|||||||||Bob Alberti Quartet||||||||||||||||||||||||
|Ed Bell|Conklin, Mary Foster ||||||||||Sonny Morris||||||Niels Jorgen Quintet Steen|||||||||Bob Allison||||||||||||||||||||||||
|Lurrie Bell|Conroy, Jim ||||||||||||||||Stefan Scaggiari Trio|||||||||Bob Badgley||||||||||||||||||||||||
|Rex Bell|Cosburn, Symeon ||||||||||Thomas Morris||||||Mark Stefani|||||||||Bob Baldwin||||||||||||||||||||||||
|Belleville A Capella Choir|Crosby, Bing||||||||||Wilber Morris||||||Jeremy Steig|||||||||Bob Barnard||||||||||||||||||||||||
|Belmont Silvertone Jubilee Singers & The Southern Wonder Quartet|||||||||||Ann Morrison||||||Carla Steil|||||||||Bob Belden||||||||||||||||||||||||
|Jim Belushi & the Sacred Hearts|||||||||||||||||Hal Stein|||||||||Bob Berg||||||||||||||||||||||||
|Benders, The|||||||||||Dick Morrissey||||||John Stein|||||||||Bob Boykin||||||||||||||||||||||||
|Sean Benjamin|||||||||||Buddy Morrow||||||Lou & Elise Stein|||||||||Bob Brookmeyer||||||||||||||||||||||||
|Duster Bennett|Cadillac Kings, The ||||||||||Morscheck & Burgmann||||||Jeff Steinberg|||||||||Bob Brozman||||||||||||||||||||||||
|Cedric Benoit|Calfee Jones and the 8 Beats ||||||||||Ella Mae Morse||||||Bobo Stenson Trio|||||||||Bob Butta||||||||||||||||||||||||
|Tab Benoit|Calloway, Cabell "Cab" ||||||||||Steve Morse||||||Chip Stephens|||||||||Bob Chester||||||||||||||||||||||||
|Benoit/Freeman Project|Carter, Benny||||||||||Morton & Kaye||||||Steps|||||||||Bob Conti||||||||||||||||||||||||
|Bentley, Gladys|Casey MacGill and the Spirits of Rhythm ||||||||||Benny Morton||||||Steps Ahead|||||||||Bob Cooper||||||||||||||||||||||||
|Buster Benton|Catingub, Matt ||||||||||Jelly Roll Morton||||||Rick Stepton|||||||||Bob Crosby||||||||||||||||||||||||
|Berard & Verret|Chazz Cats, The ||||||||||Mosalini/Beytelmann/Caratini||||||Leni Stern|||||||||Bob Crosby & His Orchestra||||||||||||||||||||||||
|Al Berard & the Basin Brothers|Cherry Poppin' Daddies ||||||||||Curtis Mosby||||||Mike Stern|||||||||Bob Curnow's L.A. Big Band||||||||||||||||||||||||
|Shirley Bergeron|Citrus Swing Orchestra (CSO) ||||||||||Moscow Art Trio||||||Peggy Stern|||||||||Bob Desena||||||||||||||||||||||||
|Baldwin Bergersen|ConChord Big Band ||||||||||Moscow Sax Quintet||||||John Stetch|||||||||Bob DeVos||||||||||||||||||||||||
|Borah Bergman|Count Basie Orchestra||||||||||Mose Allison (Tribute)||||||Steve Davis Sextet|||||||||Bob Dorough||||||||||||||||||||||||
|Bunny Berigan & His Orchestra|Cynthia & The Swing Set ||||||||||Jim Moseley|||||||||||||||Bob Enevoldsen||||||||||||||||||||||||
|Rod Bernard|||||||||||Bob Moses||||||Steve Kuhn|||||||||Bob Ferrazza||||||||||||||||||||||||
|Chuck Berry|||||||||||David Moss||||||Steve Lacy & Mal Waldron|||||||||Bob Florence||||||||||||||||||||||||
|John Bertrand|||||||||||Moss/Jacobs|||||||||||||||Bob Folse||||||||||||||||||||||||
|Bessemer Sunset Four|||||||||||Mossman/Schnyder||||||The Steve Sander Trio|||||||||Bob Graf||||||||||||||||||||||||
|Better Off Blue|||||||||||The Most Happy Fella (Related Recordings)||||||Steve Sandner & Marcus Belgrave|||||||||Bob Guthrie Quartet||||||||||||||||||||||||
|Vishwa Mohan Bhatt|||||||||||Most Valuable Players (Series)||||||Steve Slagle Quartet|||||||||Bob Havens||||||||||||||||||||||||
|Eric Bibb|||||||||||Sam Most|||||||||||||||Bob Hoose||||||||||||||||||||||||
|Biddleville Quintette|||||||||||Bennie Moten||||||Steve Spiegl|||||||||Bob James||||||||||||||||||||||||
|Big Al and the Heavyweights|||||||||||Mother Goose Jazz Band||||||Steve Waddell's Creole Bells|||||||||Bob Kase||||||||||||||||||||||||
|Big Bad Smitty|||||||||||Paul Motian||||||Shag Stevens|||||||||Bob Keane And His Orchestra||||||||||||||||||||||||
|Big Beat Blues Band|||||||||||Motion Poets||||||Thomas Stevens|||||||||Bob Kenmotsu||||||||||||||||||||||||
|Big Bill & Cool Tones|||||||||||Frank Motley||||||Vic Stevens Mistaken Identities|||||||||Bob Kindred||||||||||||||||||||||||
|Big Blue, The|||||||||||Gary Motley||||||Mike Stevens|||||||||Bob Leatherbarrow||||||||||||||||||||||||
|Big Boy Henry|||||||||||Mott/Lopato||||||Stevens/Siegel/Ferguson|||||||||Bob Mamet||||||||||||||||||||||||
|Big Brian and the Blues Busters|||||||||||The Mound City Blue Blowers||||||Stevens/Whitecage|||||||||||||||||||||||||||||||||
|Big City Band|||||||||||Rob Mounsey||||||Bill Stewart|||||||||Bob McChesney Quartet||||||||||||||||||||||||
|Big Daddys Blues|||||||||||Alphonse Mouzon||||||Billy Stewart|||||||||Bob McHugh||||||||||||||||||||||||
|Big Dave & The Ultrasonics|||||||||||Kerry Moy||||||Bob Stewart|||||||||Bob Merrill||||||||||||||||||||||||
